timestamp,elapsed,deployment,desired,ready,available
1763285379.5800269,170.25698471069336,task1-deployment,1,1,1
1763285379.5800269,170.25698471069336,task2-deployment,1,1,1
1763285384.724011,175.40096879005432,task1-deployment,1,1,1
1763285384.724011,175.40096879005432,task2-deployment,1,1,1
1763285389.350933,180.02789092063904,task1-deployment,1,1,1
1763285389.350933,180.02789092063904,task2-deployment,1,1,1
1763285394.478457,185.1554148197174,task1-deployment,1,1,1
1763285394.478457,185.1554148197174,task2-deployment,1,1,1
1763285399.6225762,190.29953408241272,task1-deployment,1,1,1
1763285399.6225762,190.29953408241272,task2-deployment,1,1,1
1763285404.754872,195.4318299293518,task1-deployment,1,1,1
1763285404.754872,195.4318299293518,task2-deployment,1,1,1
1763285409.38818,200.06513786315918,task1-deployment,1,1,1
1763285409.38818,200.06513786315918,task2-deployment,1,1,1
1763285414.520138,205.19709587097168,task1-deployment,1,1,1
1763285414.520138,205.19709587097168,task2-deployment,1,1,1
1763285419.6507678,210.32772564888,task1-deployment,1,1,1
1763285419.6507678,210.32772564888,task2-deployment,1,1,1
1763285424.331472,215.0084297657013,task1-deployment,1,1,1
1763285424.331472,215.0084297657013,task2-deployment,1,1,1
1763285429.47918,220.15613794326782,task1-deployment,1,1,1
1763285429.47918,220.15613794326782,task2-deployment,1,1,1
1763285434.622303,225.29926085472107,task1-deployment,1,1,1
1763285434.622303,225.29926085472107,task2-deployment,1,1,1
1763285439.7597282,230.43668603897095,task1-deployment,1,1,1
1763285439.7597282,230.43668603897095,task2-deployment,1,1,1
1763285444.3943849,235.0713427066803,task1-deployment,1,1,1
1763285444.3943849,235.0713427066803,task2-deployment,1,1,1
1763285449.527452,240.20440983772278,task1-deployment,1,1,1
1763285449.527452,240.20440983772278,task2-deployment,1,1,1
1763285454.662861,245.33981895446777,task1-deployment,1,1,1
1763285454.662861,245.33981895446777,task2-deployment,1,1,1
1763285459.82042,250.49737787246704,task1-deployment,1,1,1
1763285459.82042,250.49737787246704,task2-deployment,1,1,1
1763285464.45561,255.13256788253784,task1-deployment,1,1,1
1763285464.45561,255.13256788253784,task2-deployment,1,1,1
1763285469.607742,260.2846999168396,task1-deployment,1,1,1
1763285469.607742,260.2846999168396,task2-deployment,1,1,1
1763285474.7596219,265.43657970428467,task1-deployment,1,1,1
1763285474.7596219,265.43657970428467,task2-deployment,1,1,1
1763285479.4005818,270.0775396823883,task1-deployment,1,1,1
1763285479.4005818,270.0775396823883,task2-deployment,1,1,1
1763285484.5317628,275.2087206840515,task1-deployment,1,1,1
1763285484.5317628,275.2087206840515,task2-deployment,1,1,1
1763285489.6793852,280.35634303092957,task1-deployment,1,1,1
1763285489.6793852,280.35634303092957,task2-deployment,1,1,1
1763285494.8198662,285.4968240261078,task1-deployment,1,1,1
1763285494.8198662,285.4968240261078,task2-deployment,1,1,1
1763285499.451752,290.1287097930908,task1-deployment,1,1,1
1763285499.451752,290.1287097930908,task2-deployment,1,1,1
1763285504.651158,295.328115940094,task1-deployment,1,1,1
1763285504.651158,295.328115940094,task2-deployment,1,1,1
